PREMISE_ID,LOCATION_ID,CONSTRUCTION_ID,DEVELOPER_ID,COMPETITOR_ID,PROJECT_STATUS_ID,COMPLIANCE_ID,EXISTING_STORE_ID,RENT,RENT_ESCALATION,CAPEX,TARGETED_CUSTOMERS,MANAGEMENT_FEES,TAXES,LEASE_TERM,DECISION_OUTCOME,PREDICTED_ANNUAL_SALES,PREDICTED_DAILY_ORDERS,AVERAGE_TICKET_SIZE,EARLY_TERMINATION_TERMS,PREDICTED_GROSS_PROFITS,PREDICTED_SGA_EXPENSES
699,50,13,8,3,2,3,12,38645.5,0.09,4107713.84,10536,8727.4,4025.45,1,Rejected,4591549.4,4912,176.13,None,782828.45,18314.44
700,30,18,21,3,5,2,8,8728.87,0.07,3211192.29,3960,4520.82,12369.65,8,Pending,1765861.7,3097,60.41,6 months notice,1156533.93,229504.8
701,36,9,23,13,4,5,15,15286.89,0.07,4022686.73,81714,1212.54,2643.58,6,Pending,302706.65,1890,152.18,None,221506.72,168713.91
702,31,5,9,12,5,1,5,6526.9,0.06,375595.35,83397,6247.63,1810.11,4,Pending,3617415.27,3941,69.61,None,485734.81,73132.45
703,7,20,11,13,5,1,13,41085.99,0.06,254276.01,65621,2755.38,7419.44,7,Rejected,4852692.99,4208,191.49,None,1826986.86,422839.71
704,28,12,18,5,5,2,15,8744.22,0.02,2639982.33,23849,8327.21,3474.13,9,Approved,3147595.95,4679,188.55,6 months notice,821194.29,153167.61
705,42,18,11,6,5,1,9,42553.14,0.04,132889.7,39746,2832.72,7244.89,6,Approved,3657520.63,3526,108.41,1 year penalty,1025708.91,19821.31
706,47,10,19,13,2,1,12,15718.39,0.01,969271.38,62529,2468.83,8260.39,6,Approved,2690321.38,3808,21.08,1 year penalty,666061.75,475107.74
707,18,16,9,13,1,3,1,34741.35,0.01,4112357.92,73762,7276.05,12477.85,9,Approved,1627976.92,4329,26.87,6 months notice,927625.1,93266.53
708,38,8,19,15,4,3,25,6192.41,0.04,1516638.04,5949,6470.94,14246.44,6,Approved,3510213.36,1288,58.77,6 months notice,1022987.93,348525.72
709,41,15,25,12,3,1,12,48837.18,0.09,3704981.84,3468,8672.77,4401.31,6,Rejected,628698.89,2462,96.63,1 year penalty,1346967.0,315085.51
710,31,3,18,6,5,2,8,37630.33,0.08,1120315.7,14362,9501.84,9516.0,8,Pending,1215043.32,114,65.32,None,1698469.59,480802.16
711,25,3,19,5,4,3,19,46847.8,0.02,4965908.07,68013,6587.33,5180.96,3,Approved,2780396.82,1681,145.61,None,436985.02,436097.12
712,37,8,6,4,2,5,1,45657.18,0.05,3163124.36,18152,5374.84,7726.98,5,Approved,3828314.74,1666,111.52,6 months notice,835406.06,113942.67
713,14,14,28,8,4,5,4,42179.88,0.04,2299125.13,1986,9711.36,14692.15,3,Pending,309089.05,3549,102.25,1 year penalty,1477575.14,87068.07
714,45,7,14,7,2,3,24,31643.43,0.06,506723.7,19637,9713.89,1993.89,4,Pending,2213811.6,551,161.84,1 year penalty,945640.4,479932.79
715,26,1,2,2,4,4,20,10259.44,0.09,2273855.85,39118,1706.8,12516.5,5,Approved,952006.91,2138,60.14,None,893789.51,445368.86
716,11,6,22,1,3,2,7,22176.84,0.09,2652726.09,69200,7110.97,4052.38,1,Rejected,449563.4,1509,101.67,None,1539577.02,335073.71
717,33,13,16,7,4,1,14,23760.43,0.07,2397514.4,22431,7891.65,4629.03,1,Approved,709917.82,4825,102.49,6 months notice,1166259.21,64538.41
718,34,19,21,15,2,3,8,45216.75,0.04,1374697.89,83472,9768.92,8719.15,6,Approved,2077600.1,2121,165.04,1 year penalty,1157533.82,459141.9
719,42,4,17,11,5,4,14,41224.84,0.05,1236290.96,16776,2153.48,5625.85,5,Approved,3158480.17,2866,41.14,None,1773696.48,142736.43
720,17,9,20,15,5,2,10,42497.15,0.1,4135718.64,46122,7320.88,6192.02,2,Rejected,4001675.46,452,183.6,1 year penalty,1219888.74,157652.8
721,43,2,26,14,2,1,2,34751.12,0.04,4652204.64,69379,8652.05,8309.2,6,Pending,3383198.21,1833,31.12,6 months notice,305629.23,263503.71
722,4,20,22,11,1,2,2,7845.62,0.02,4249424.17,82394,9583.65,6808.08,5,Approved,2645513.08,3677,146.03,1 year penalty,1353085.17,282830.36
723,13,9,28,15,1,2,9,42666.52,0.04,1070787.89,11427,2097.69,10566.1,3,Approved,1877973.0,2111,41.09,6 months notice,1328264.19,55248.61
724,12,20,2,11,3,5,24,40645.16,0.08,1366924.71,55884,6760.83,7926.35,1,Approved,2812296.79,1137,152.92,6 months notice,422836.61,329136.73
725,28,1,9,15,2,1,21,14126.1,0.04,2110235.75,37949,9892.12,14844.9,8,Rejected,3092666.79,2395,32.83,1 year penalty,1200566.17,162132.49
726,13,10,7,14,5,3,19,29488.95,0.07,2944102.14,56610,2087.03,2519.78,3,Approved,3094197.72,2109,144.67,6 months notice,1470622.23,444881.16
727,17,4,27,13,3,2,21,30305.95,0.06,644614.94,36589,9776.24,12036.42,2,Rejected,3209808.48,3730,91.92,1 year penalty,1392359.92,466907.1
728,22,13,10,12,5,1,2,17460.94,0.07,1594862.37,18712,5672.21,9922.67,3,Pending,742757.66,4361,112.1,None,1277887.69,461189.63
729,50,15,1,13,3,5,10,32853.9,0.06,3214023.19,94952,3430.82,13077.4,6,Pending,4319462.74,4006,115.53,6 months notice,220201.42,174652.19
730,10,18,5,7,3,2,7,19784.06,0.07,735127.61,31230,2955.48,4628.15,8,Rejected,1366585.44,4161,98.23,1 year penalty,1403684.36,206816.23
731,22,16,10,12,2,1,12,24745.78,0.03,1824653.03,35255,4638.38,6267.14,4,Approved,4834999.48,3642,63.87,6 months notice,988371.43,158783.48
732,48,13,6,13,1,4,16,21888.9,0.1,2656795.82,86204,4153.26,14424.7,3,Rejected,2493613.9,646,90.95,None,542851.23,35235.83
733,46,19,18,4,3,4,19,43956.95,0.05,1652744.9,80531,1518.94,7912.04,3,Pending,1554008.46,3284,105.01,1 year penalty,448331.57,88237.88
734,40,9,3,10,4,1,23,7444.41,0.08,3534122.47,36597,7591.48,11685.04,1,Pending,4440280.31,4166,99.24,1 year penalty,532727.02,436419.16
735,11,14,5,14,2,5,16,23308.4,0.06,103909.03,97272,7949.81,3868.63,8,Rejected,4172858.98,3066,103.48,1 year penalty,1725934.13,345181.33
736,5,19,9,12,1,1,12,7935.87,0.02,4272982.74,2444,3469.63,2112.19,9,Rejected,4915480.76,1684,179.64,1 year penalty,265122.92,167109.66
737,31,7,24,5,2,2,20,43133.16,0.05,3332518.36,73158,2469.74,8924.42,4,Approved,2648223.08,2113,59.21,None,719947.32,274539.24
738,35,17,17,4,1,3,13,6748.62,0.08,4411662.37,40198,4390.46,9557.48,6,Rejected,1683653.11,2333,85.53,None,862950.77,129889.44
739,20,9,4,7,3,1,19,48958.06,0.09,3818594.91,41280,1310.33,12400.21,1,Pending,811768.51,413,185.25,6 months notice,984935.73,341448.05
740,44,19,12,8,1,2,5,38681.18,0.05,184849.66,41611,7923.7,3065.78,4,Pending,427400.64,4105,146.96,6 months notice,1764474.04,487112.86
741,31,18,8,11,5,4,14,42179.47,0.06,4603110.13,79274,8387.48,10367.96,7,Rejected,4880760.07,77,143.32,1 year penalty,1740971.16,63290.02
742,29,13,28,9,1,1,20,37459.07,0.01,4656539.49,68743,1238.49,5568.25,7,Approved,2704678.63,1880,90.08,None,984565.1,100105.9
743,18,3,11,10,2,1,11,33367.87,0.07,662942.08,51364,5226.18,12157.04,7,Pending,4557627.62,4315,70.08,1 year penalty,1394500.74,467535.34
744,3,3,25,11,2,4,8,37628.84,0.05,1406286.3,38668,5666.38,1460.22,5,Rejected,2722182.3,2698,57.62,1 year penalty,812200.61,121349.28
745,10,17,3,3,3,2,4,11495.25,0.01,3410270.86,54345,9374.68,7996.67,5,Rejected,4145858.59,2397,39.88,None,1854242.59,226728.42
746,41,17,8,5,1,3,14,26255.57,0.06,2532439.27,70964,6492.57,9164.55,3,Pending,4392513.33,1734,173.26,None,292911.94,139639.22
747,19,14,13,12,4,4,4,9686.88,0.07,1869374.93,84268,1114.47,1409.61,3,Approved,2408364.76,4066,108.08,6 months notice,512072.01,399991.67
748,37,17,11,15,2,2,9,14484.61,0.04,2596086.98,42385,7775.04,10291.98,3,Pending,3136290.65,613,157.66,6 months notice,931006.31,81499.89
749,42,2,11,10,3,2,23,31013.96,0.02,2319834.72,26908,1228.02,2292.8,6,Rejected,1786419.81,1993,150.36,None,1410166.65,432244.96
750,16,19,26,7,4,2,17,44445.11,0.08,4539369.65,16606,8736.49,5676.92,2,Rejected,4753591.22,705,35.59,6 months notice,280045.38,472454.35
751,17,15,20,5,3,5,19,17519.19,0.04,1603403.98,98122,1719.14,4756.45,6,Rejected,2922148.24,1658,189.84,6 months notice,360428.46,424474.7
752,12,1,19,3,4,3,12,35183.06,0.06,3885035.85,31474,6469.7,2666.26,4,Pending,2041851.18,4094,119.63,None,1084726.11,216890.27
753,10,20,30,12,1,5,13,30709.78,0.03,4004088.24,29758,7648.52,13802.64,2,Pending,1502969.12,4897,96.64,1 year penalty,60221.12,69278.11
754,37,9,18,15,3,5,13,7048.7,0.1,214583.87,73458,9233.75,9327.7,9,Rejected,1923807.19,309,41.62,1 year penalty,1909269.64,15946.3
755,31,14,2,15,4,2,5,47845.73,0.03,499370.36,98510,2815.36,1287.63,1,Rejected,3284292.29,3872,117.0,1 year penalty,502210.86,451362.35
756,35,5,25,2,4,2,15,28255.65,0.03,1524388.69,20412,9075.37,12168.51,4,Pending,862037.24,1218,58.27,None,1837892.75,494898.56
757,15,3,13,1,3,2,1,31491.36,0.1,3584589.13,13197,9795.04,5353.11,6,Rejected,133139.31,4459,40.73,6 months notice,1668487.67,428257.44
758,22,14,28,7,3,3,15,34964.48,0.09,806224.21,82385,8676.94,2393.03,7,Rejected,4722806.65,3469,53.18,1 year penalty,1083068.28,11788.19
759,46,6,13,2,4,1,4,48240.76,0.02,1785779.67,92433,2458.0,7983.15,6,Approved,509681.68,3777,197.99,None,1040276.02,48325.64
760,24,15,16,9,5,2,24,32246.59,0.07,3553823.04,45980,2056.11,11866.37,5,Pending,1398869.92,1714,113.93,1 year penalty,1933105.63,359698.16
761,40,9,20,13,1,2,22,36463.91,0.04,3433600.25,57082,3773.53,14152.49,9,Rejected,4436250.26,4580,68.1,1 year penalty,346235.18,361926.66
762,15,11,24,9,2,3,7,33953.99,0.1,3161960.15,18754,8505.25,12783.71,6,Pending,3663787.06,3935,171.9,6 months notice,61109.69,459294.24
763,7,6,23,9,2,3,5,16452.14,0.07,663146.83,40438,1148.7,9142.53,5,Rejected,3689944.38,2517,167.51,6 months notice,1767442.67,361322.88
764,3,10,22,4,3,2,25,37891.62,0.04,1984445.03,42753,9056.48,4335.36,1,Approved,3260025.51,3958,100.54,6 months notice,1931999.18,139361.77
765,50,13,28,9,4,5,19,38361.28,0.08,3789099.59,34956,6655.6,3421.47,3,Rejected,1031998.87,2652,70.55,None,143569.64,492392.05
766,4,20,30,15,2,4,12,18919.06,0.07,2658627.23,72813,2634.28,11264.51,6,Pending,3426814.63,3853,142.3,None,57356.38,60230.46
767,19,18,29,10,2,4,11,10043.79,0.06,909316.42,45878,2083.29,11857.17,6,Rejected,1571783.0,2789,137.53,1 year penalty,422901.34,221819.59
768,33,20,26,5,4,4,8,47983.4,0.09,3278968.66,7886,3570.98,1771.46,2,Rejected,2275744.64,2197,166.73,None,504629.89,104670.94
769,36,11,26,9,4,5,1,20754.48,0.04,2820324.6,82199,6055.23,2812.4,2,Rejected,3089686.24,4711,94.45,1 year penalty,110315.9,296986.31
770,35,18,16,4,4,5,24,33518.13,0.05,768780.53,39289,8918.04,2033.98,2,Approved,1683730.46,2349,133.34,None,453500.56,101010.34
771,43,8,9,12,3,4,1,6464.75,0.07,3398198.46,35540,8403.04,5578.14,8,Rejected,213519.14,1383,24.76,6 months notice,1385674.78,236538.72
772,50,15,3,8,3,4,19,16148.94,0.05,2944965.69,92217,8380.2,8186.38,2,Rejected,3514810.53,1519,21.6,None,512728.58,316461.65
773,39,14,8,13,3,5,9,26415.28,0.1,1129967.97,19463,1362.51,4244.18,1,Pending,247182.15,4355,181.85,None,655099.31,163822.05
774,4,12,10,2,4,4,11,46654.76,0.04,2633538.25,69768,6889.93,5064.78,7,Approved,1029666.78,73,49.19,1 year penalty,1966930.84,373527.0
775,11,4,11,13,1,3,15,15725.48,0.01,925606.21,94480,4051.2,9566.71,9,Rejected,4149562.8,1818,160.98,1 year penalty,1714832.84,399599.61
776,42,13,13,8,2,2,24,35104.21,0.05,1263511.16,51419,2384.46,4440.18,4,Rejected,1277012.23,1629,177.43,6 months notice,239751.73,147303.51
777,21,17,30,13,4,3,10,9505.8,0.04,1493437.32,77593,1675.85,9123.66,9,Pending,4374194.08,2809,113.32,None,1467795.26,420561.35
778,23,17,24,7,1,4,5,6079.95,0.09,2185624.71,42671,4611.24,1133.97,9,Rejected,4116908.38,3964,141.29,1 year penalty,1239852.12,465052.12
779,44,1,9,1,3,2,23,47164.47,0.09,1666080.58,54515,8216.57,1610.35,5,Pending,4047955.35,4831,165.57,1 year penalty,1050982.38,236322.54
780,34,2,9,6,3,2,3,13647.43,0.06,3577084.93,78247,1459.97,6854.84,9,Pending,3222209.46,362,129.34,6 months notice,1511939.3,168602.91
781,44,5,20,3,5,2,6,38809.16,0.05,1679464.68,70949,4713.97,12127.41,9,Pending,3082227.26,1693,194.68,6 months notice,79276.29,30442.39
782,15,16,21,3,3,4,5,36192.78,0.01,1999969.55,79455,7213.9,2089.35,7,Rejected,2035107.25,4302,60.52,6 months notice,1755038.72,122183.36
783,23,5,19,11,4,1,23,47937.7,0.09,186287.99,19465,7976.0,7105.68,2,Rejected,1152621.63,4198,95.09,None,666166.97,217712.08
784,13,13,18,7,5,1,11,46833.23,0.04,1686678.01,56440,6971.96,1583.16,3,Pending,756095.3,3272,144.03,None,963542.41,152906.66
785,45,13,28,7,3,5,9,29296.42,0.06,3398739.75,84766,6916.4,13407.42,1,Approved,2594962.34,3932,149.68,1 year penalty,1085127.66,288825.59
786,6,8,19,2,2,3,3,9597.46,0.04,1541345.74,9529,1548.15,6185.3,3,Pending,3686886.72,600,38.49,1 year penalty,1507154.51,479015.97
787,43,3,10,8,4,1,19,8519.99,0.05,688719.79,29176,6442.58,5788.17,8,Pending,498986.41,979,80.64,6 months notice,1347721.94,343199.01
788,20,6,1,14,3,4,17,36444.96,0.04,2460763.0,14914,4633.8,9642.96,3,Rejected,2964324.71,1356,131.8,6 months notice,1780778.92,227946.42
789,24,13,20,15,1,3,9,28667.61,0.02,3143584.9,26022,7239.01,4151.74,5,Pending,2215802.32,1689,175.15,None,821086.47,285250.75
790,42,13,7,15,5,4,1,40312.07,0.05,286576.29,80245,5351.03,14235.35,9,Approved,1656424.58,568,32.56,None,1654851.47,305420.8
791,45,17,26,11,1,2,5,40386.07,0.07,1772684.71,95515,8710.84,10972.19,1,Rejected,3346463.61,4163,136.41,6 months notice,1362768.73,252266.82
792,12,11,19,13,5,3,8,40615.69,0.02,3892692.03,71666,7305.76,1609.85,2,Pending,3220285.63,2734,104.6,6 months notice,652900.59,190339.45
793,10,7,11,10,3,1,3,38306.55,0.02,3990760.46,81140,2250.43,11900.7,3,Pending,3850923.46,4098,54.58,None,1035684.03,201837.43
794,23,11,18,6,5,5,16,27225.36,0.04,2055350.44,71370,1746.68,12608.95,5,Approved,1681330.37,2258,183.05,None,1846176.24,84847.55
795,1,19,2,3,1,1,18,18201.62,0.05,616769.86,20010,9497.46,8521.41,9,Pending,886247.95,246,197.21,1 year penalty,1992611.78,185735.57
796,14,18,16,5,5,3,16,45247.29,0.05,4439698.74,56623,4335.08,11706.96,4,Rejected,4691456.48,378,48.62,None,550384.76,336779.75
797,18,12,23,9,2,2,6,16159.87,0.04,4562893.95,52473,7951.73,4085.93,4,Pending,4963304.2,3552,80.56,None,603188.74,269602.6
798,28,14,27,8,1,1,21,46576.51,0.02,4551945.27,9616,2444.29,8018.85,9,Pending,1867029.43,3005,68.56,6 months notice,458840.24,279779.69
799,3,20,17,14,1,1,18,22398.2,0.07,2762365.0,15501,9708.13,2814.25,5,Rejected,1111806.41,3884,32.31,1 year penalty,613443.08,41309.79
800,4,2,13,3,3,3,24,16890.38,0.07,2759329.89,69803,8962.31,14417.23,4,Pending,1414086.51,2711,139.37,6 months notice,565167.88,114886.0
801,37,4,6,2,5,5,24,10368.66,0.04,1873612.42,52935,2495.46,1267.54,1,Approved,4304960.37,3548,126.49,1 year penalty,276937.9,156793.34
802,18,4,20,6,3,3,19,43513.64,0.06,2954318.47,36318,1562.77,2994.53,7,Rejected,4905091.86,4019,117.29,1 year penalty,1639882.34,162070.4
803,49,3,12,14,5,1,15,38718.22,0.07,2003779.25,20188,7752.06,6219.01,8,Rejected,3092458.32,748,185.03,1 year penalty,709716.93,136388.74
804,35,12,24,10,2,5,24,13711.68,0.05,2278565.11,96564,7831.55,8364.02,3,Approved,2676032.33,2818,168.67,6 months notice,309968.08,116235.7
805,33,11,12,1,5,3,2,44920.77,0.07,116046.14,42024,7772.13,9355.8,8,Rejected,4516510.25,4933,150.95,1 year penalty,1050546.17,303284.63
806,30,5,7,7,4,5,23,33141.29,0.02,1522146.6,11893,5131.5,2113.4,5,Rejected,2904777.31,1747,114.96,None,395877.49,295770.01
807,19,15,1,13,4,1,8,10737.6,0.05,963575.46,19460,1003.69,2793.78,9,Rejected,3628300.48,2002,136.39,1 year penalty,1448534.86,42690.47
808,14,4,26,13,5,2,14,10769.6,0.04,3148859.62,91886,8591.88,6385.04,7,Pending,508605.59,3823,63.02,1 year penalty,793416.35,307189.64
809,35,5,16,15,4,1,18,12791.03,0.04,4168144.73,94517,7526.6,5965.82,4,Rejected,1733541.15,1293,196.87,6 months notice,235756.34,396886.28
810,3,17,26,4,5,3,11,6757.0,0.08,714573.99,62087,4277.63,10681.0,3,Approved,2565379.03,1064,30.45,1 year penalty,726868.8,413572.06
811,15,17,10,8,4,3,25,28024.57,0.01,1494345.13,12698,9985.86,9831.41,1,Approved,547125.36,4076,93.5,1 year penalty,1765124.96,103760.03
812,5,15,21,8,1,3,24,12565.91,0.05,4702651.13,23744,7142.95,14116.0,1,Approved,210954.06,259,58.23,6 months notice,556525.65,389028.1
813,38,19,8,10,5,2,23,14628.48,0.05,304382.11,20180,1973.85,11817.68,4,Pending,2534672.29,3748,71.09,6 months notice,876139.37,403067.54
814,45,10,1,7,1,4,21,33883.18,0.09,4137410.07,49752,1351.87,10893.63,9,Rejected,3661264.86,4698,155.66,1 year penalty,1945885.27,389442.56
815,44,17,1,7,1,4,21,19355.9,0.04,4281240.36,46389,2923.2,1951.92,6,Rejected,4967704.12,3383,189.4,1 year penalty,758783.98,232604.77
816,20,3,8,8,1,1,11,37978.82,0.07,1709535.86,47249,7194.87,6840.79,6,Rejected,3054438.27,3322,42.93,6 months notice,1675799.22,61807.75
817,17,12,25,4,2,2,2,48614.66,0.05,3303454.04,2561,4062.12,9118.41,7,Pending,108896.59,1959,65.9,None,474409.63,136831.99
818,8,18,13,8,1,3,11,6792.35,0.07,676352.07,94782,6355.54,8826.51,6,Rejected,1827895.48,4330,195.27,1 year penalty,1165888.25,466002.84
819,19,4,26,8,3,4,21,48250.25,0.06,3117179.71,26663,5444.41,1852.46,5,Approved,1343328.15,4764,126.12,6 months notice,313532.3,363566.99
820,11,7,18,10,2,4,1,18306.69,0.07,1202598.4,89624,7331.01,7668.24,2,Pending,3157442.56,4057,153.79,1 year penalty,514387.56,409710.05
821,22,17,25,4,4,1,11,39242.44,0.05,4818566.7,6994,8003.73,13540.71,2,Pending,501698.59,2923,133.62,None,1334866.9,349249.03
822,50,13,10,11,1,3,11,49338.03,0.05,622305.91,38204,9542.32,13051.8,1,Rejected,2645060.32,1297,89.79,1 year penalty,312330.59,297014.58
823,44,6,19,1,2,4,5,8104.85,0.06,2430581.04,5787,5633.38,12660.18,5,Approved,3186424.14,3181,69.82,1 year penalty,1914942.61,228197.09
824,8,8,19,14,4,3,14,20344.12,0.01,3693615.8,34071,1667.27,1978.76,1,Approved,4669986.68,1064,36.44,1 year penalty,792363.11,379385.83
825,17,16,12,11,1,2,19,29268.65,0.03,2981576.37,59584,9321.06,9515.95,2,Pending,1935797.95,3639,176.46,1 year penalty,945788.99,100742.42
826,2,13,23,15,2,4,24,25526.71,0.05,330045.43,22405,5022.2,6127.37,7,Rejected,1258020.55,4191,186.04,None,158569.98,212130.7
827,31,9,14,13,2,1,11,41019.04,0.1,4305035.75,28412,7866.13,4215.13,5,Pending,4955897.26,3596,79.17,1 year penalty,857916.24,457836.24
828,24,20,6,1,4,4,22,7904.5,0.1,4144112.49,56948,7551.13,14789.71,4,Pending,1917491.86,259,107.34,None,378231.06,81967.0
829,40,9,28,5,5,1,5,31854.91,0.08,2107811.11,3956,1216.6,9409.29,5,Approved,669429.91,1769,196.76,6 months notice,1979876.45,484549.37
830,26,5,17,11,4,4,10,22809.83,0.1,3858855.49,13116,2066.73,5451.14,7,Pending,3453540.66,1147,96.63,6 months notice,608706.44,154340.79
831,16,2,5,9,2,2,17,42117.29,0.05,1522638.84,56890,6185.49,7551.54,2,Pending,3249180.13,4423,73.36,1 year penalty,377789.14,286805.84
832,40,10,1,8,1,1,4,18337.05,0.03,1609923.97,42300,5917.44,7666.3,3,Rejected,4693405.79,2357,199.47,None,560657.36,146986.86
833,5,15,18,3,5,4,13,37073.92,0.08,4746127.68,36502,9117.0,7686.31,3,Rejected,4666305.65,4589,105.38,6 months notice,1090944.83,115110.84
834,27,16,4,9,1,3,23,46475.92,0.03,1355446.43,50348,3740.99,10958.66,5,Approved,1565871.21,147,60.82,1 year penalty,1057730.5,276468.03
835,27,19,20,5,1,1,18,24715.51,0.02,3054071.18,60569,7453.31,8586.62,8,Pending,2785411.44,3372,140.1,None,1924398.33,21922.42
836,36,14,30,2,5,5,18,19478.27,0.08,1529779.16,24229,7703.66,6261.45,4,Rejected,1177257.43,4863,179.26,6 months notice,236643.02,32762.99
837,13,20,1,10,5,2,5,28398.96,0.02,165138.97,84739,4220.32,8641.53,9,Pending,2192754.31,3310,146.29,6 months notice,1414997.82,393388.34
838,23,6,17,8,5,2,4,29204.01,0.01,1894715.76,8618,7103.02,12620.08,9,Pending,265804.16,3393,97.74,1 year penalty,627336.07,18888.4
839,42,4,2,4,2,2,5,8580.71,0.03,473707.29,36108,8511.01,4792.54,5,Rejected,2832708.1,4163,162.34,None,808209.17,392591.94
840,28,6,28,6,2,3,7,16111.57,0.08,2419218.56,85849,6923.96,11205.17,7,Pending,3348590.32,366,197.37,None,56603.72,461248.1
841,49,13,18,4,2,5,8,47322.14,0.08,523621.65,93813,2740.75,1329.23,7,Approved,4745545.35,3194,114.58,None,223004.38,244187.77
842,27,13,12,12,4,5,2,11999.53,0.07,2194984.47,14213,1003.26,7586.9,3,Rejected,3195651.13,2520,132.16,None,1442001.34,251393.31
843,10,17,12,8,5,2,7,26618.77,0.07,3130450.04,93371,6038.6,12024.7,5,Approved,3683885.34,4442,86.58,1 year penalty,1316425.41,66534.48
844,38,18,19,3,5,4,19,46113.53,0.04,4076856.28,46061,8910.56,2922.45,8,Pending,1523965.62,715,190.81,6 months notice,653944.81,306115.34
845,1,10,29,7,5,3,20,10689.52,0.02,3894302.23,81337,8993.8,14966.88,5,Rejected,3686642.88,1787,31.68,None,1767397.65,356117.11
846,17,12,28,4,1,3,23,25177.8,0.09,2440619.63,38427,9640.02,6145.65,3,Rejected,1544386.78,1361,46.58,6 months notice,396850.21,336109.16
847,12,15,24,12,5,4,2,45203.92,0.03,4790217.77,19872,8744.74,13825.49,2,Approved,1154942.74,194,177.69,6 months notice,1449997.32,470016.54
848,41,7,26,10,3,3,10,24624.51,0.03,1339529.71,26240,1845.66,7158.11,6,Rejected,906271.86,1389,168.12,None,1378429.73,191726.69
849,27,4,22,4,3,1,17,29743.57,0.05,1610935.57,98522,8168.12,9615.51,3,Pending,524174.51,1935,38.09,6 months notice,769778.04,212527.65
850,4,9,29,1,3,1,25,27298.64,0.02,3864410.7,72333,8055.43,14536.76,7,Approved,2373854.7,84,76.02,1 year penalty,361267.68,129977.01
851,4,12,29,1,5,4,23,11075.61,0.08,472899.29,85527,7005.41,11091.96,3,Pending,1345080.15,4178,164.03,None,1840685.38,396496.11
852,9,5,5,6,4,5,15,24705.84,0.03,2047514.35,44305,4424.91,1140.53,4,Approved,3745584.2,181,20.17,None,519986.84,490673.21
853,27,11,13,11,2,2,14,25283.16,0.05,2873898.41,5189,2582.38,3860.64,3,Pending,1389979.63,4299,36.46,6 months notice,1894167.59,383076.94
854,14,8,5,7,1,4,17,16107.95,0.04,4613707.67,45255,3718.25,5091.33,3,Rejected,1877091.67,4005,120.9,1 year penalty,1825675.07,464409.3
855,6,8,4,15,3,1,20,40294.65,0.06,3449997.56,55523,4237.29,9495.18,9,Rejected,660229.81,2392,52.12,None,694983.77,499441.1
856,12,10,13,1,3,4,14,42473.29,0.03,433939.99,53179,8743.9,13514.91,2,Rejected,4162931.36,131,76.14,1 year penalty,1743664.4,27365.08
857,4,14,17,5,1,2,8,20956.99,0.03,3271013.81,6900,7864.15,4163.22,6,Approved,2218415.63,3542,156.59,6 months notice,318069.86,204733.53
858,40,8,3,7,1,3,25,9235.26,0.03,4192766.74,63357,3071.07,8329.04,4,Pending,2730385.57,3929,132.33,None,1896412.78,460236.16
859,17,15,9,4,2,3,22,39125.35,0.1,915809.44,89834,8965.84,13987.48,5,Approved,1679664.52,294,32.94,1 year penalty,1875568.04,388460.91
860,27,14,8,1,4,1,16,7637.55,0.03,3303098.55,9967,5250.21,7908.85,4,Approved,3521559.23,4269,172.23,None,674528.8,368915.16
861,28,4,20,2,2,4,9,46477.09,0.02,3506927.54,1107,7997.93,9562.19,2,Rejected,4292652.95,864,64.48,6 months notice,391540.46,147908.1
862,47,12,22,15,3,5,18,22544.97,0.09,1970842.42,6650,6325.08,8844.12,6,Approved,4450079.42,4085,162.22,None,1324689.42,290933.74
863,41,16,25,15,3,2,22,29402.65,0.09,4291686.56,78924,7236.69,1675.48,8,Rejected,1237127.59,2345,55.46,1 year penalty,1215510.79,139544.28
864,42,5,18,13,3,3,16,46471.31,0.04,1432580.15,63963,4677.37,11069.89,1,Approved,4298560.65,2279,71.96,None,950261.82,259408.09
865,26,8,22,8,1,5,11,38467.11,0.06,125719.76,74280,3149.36,1655.77,4,Pending,4698720.35,4689,77.83,1 year penalty,682327.07,231582.19
866,20,16,9,8,4,1,23,5933.51,0.04,4803270.92,99974,2840.62,6036.8,6,Approved,1038219.08,187,32.21,None,1411475.78,237254.9
867,23,4,22,1,1,3,20,12385.13,0.02,3050546.52,69154,2609.92,8306.17,4,Pending,1064508.14,4982,106.46,1 year penalty,1444702.7,488670.06
868,48,13,14,7,1,3,17,6275.44,0.1,3386014.46,73676,7229.25,11066.49,3,Approved,1631191.09,2988,149.38,6 months notice,502538.49,107916.15
869,1,3,1,8,3,1,10,9202.06,0.04,4165225.62,71865,9242.9,7737.99,4,Pending,378597.35,3273,39.24,None,1358330.92,360616.14
870,27,11,29,14,5,2,25,36747.51,0.09,1389440.92,15920,3505.81,10863.42,7,Rejected,2007869.17,3093,102.27,1 year penalty,1781432.37,302725.31
871,11,17,3,3,2,5,14,33748.92,0.03,2739468.05,19925,1395.3,14098.2,5,Rejected,1125041.85,2316,111.18,1 year penalty,1811648.41,234808.63
872,49,14,25,7,5,1,15,31201.99,0.06,4292387.1,43280,3637.14,3240.68,8,Approved,588701.45,858,163.31,1 year penalty,1045506.03,213421.46
873,43,16,3,10,3,5,9,19173.02,0.03,4432352.18,87958,4896.12,11368.8,6,Pending,1705632.23,3592,20.09,1 year penalty,667221.19,68774.09
